t,s	E,V	I(E),mA
731.40	-1.16454	-1.0463e+02
731.60	-1.16350	-1.0393e+02
731.80	-1.16259	-1.0319e+02
732.00	-1.16155	-1.0249e+02
732.20	-1.16051	-1.0177e+02
732.40	-1.15947	-1.0109e+02
732.60	-1.15844	-1.0037e+02
732.80	-1.15753	-9.9675e+01
733.00	-1.15649	-9.9073e+01
733.20	-1.15558	-9.8374e+01
733.40	-1.15454	-9.7713e+01
733.60	-1.15350	-9.7033e+01
733.80	-1.15246	-9.6392e+01
734.00	-1.15142	-9.5732e+01
734.20	-1.15051	-9.5071e+01
734.40	-1.14947	-9.4411e+01
734.60	-1.14856	-9.3750e+01
734.80	-1.14752	-9.3032e+01
735.00	-1.14636	-9.2352e+01
735.20	-1.14545	-9.1633e+01
735.40	-1.14441	-9.0992e+01
735.60	-1.14337	-9.0293e+01
735.80	-1.14246	-8.9593e+01
736.00	-1.14142	-8.8913e+01
736.20	-1.14038	-8.8195e+01
736.40	-1.13934	-8.7573e+01
736.60	-1.13843	-8.6951e+01
736.80	-1.13739	-8.6291e+01
737.00	-1.13635	-8.5533e+01
737.20	-1.13544	-8.4834e+01
737.40	-1.13440	-8.4115e+01
737.60	-1.13337	-8.3435e+01
737.80	-1.13233	-8.2736e+01
738.00	-1.13142	-8.2056e+01
738.20	-1.13038	-8.1395e+01
738.40	-1.12947	-8.0735e+01
738.60	-1.12830	-8.0036e+01
738.80	-1.12726	-7.9375e+01
739.00	-1.12635	-7.8676e+01
739.20	-1.12518	-7.7996e+01
739.40	-1.12414	-7.7374e+01
739.60	-1.12323	-7.6733e+01
739.80	-1.12232	-7.6111e+01
740.00	-1.12128	-7.5432e+01
740.20	-1.12038	-7.4693e+01
740.40	-1.11947	-7.3994e+01
740.60	-1.11856	-7.3314e+01
740.80	-1.11765	-7.2654e+01
741.00	-1.11687	-7.2013e+01
741.20	-1.11596	-7.1313e+01
741.40	-1.11479	-7.0633e+01
741.60	-1.11388	-6.9973e+01
741.80	-1.11284	-6.9312e+01
742.00	-1.11193	-6.8671e+01
742.20	-1.11102	-6.8088e+01
742.40	-1.10998	-6.7428e+01
742.60	-1.10894	-6.6845e+01
742.80	-1.10791	-6.6185e+01
743.00	-1.10700	-6.5524e+01
743.20	-1.10596	-6.4903e+01
743.40	-1.10492	-6.4184e+01
743.60	-1.10375	-6.3504e+01
743.80	-1.10284	-6.2863e+01
744.00	-1.10193	-6.2202e+01
744.20	-1.10089	-6.1561e+01
744.40	-1.09985	-6.0843e+01
744.60	-1.09881	-6.0163e+01
744.80	-1.09777	-5.9522e+01
745.00	-1.09673	-5.8919e+01
745.20	-1.09582	-5.8317e+01
745.40	-1.09479	-5.7696e+01
745.60	-1.09375	-5.7016e+01
745.80	-1.09271	-5.6375e+01
746.00	-1.09180	-5.5753e+01
746.20	-1.09063	-5.5092e+01
746.40	-1.08972	-5.4471e+01
746.60	-1.08881	-5.3752e+01
746.80	-1.08764	-5.3111e+01
747.00	-1.08660	-5.2470e+01
747.20	-1.08556	-5.1809e+01
747.40	-1.08465	-5.1207e+01
747.60	-1.08361	-5.0547e+01
747.80	-1.08245	-4.9886e+01
748.00	-1.08154	-4.9284e+01
748.20	-1.08063	-4.8701e+01
748.40	-1.07959	-4.8118e+01
748.60	-1.07868	-4.7497e+01
748.80	-1.07751	-4.6836e+01
749.00	-1.07660	-4.6195e+01
749.40	-1.07452	-4.3558e+01
749.60	-1.07335	-4.2939e+01
749.80	-1.07231	-4.2278e+01
750.00	-1.07140	-4.1700e+01
750.20	-1.07023	-4.1087e+01
750.40	-1.06933	-4.0481e+01
750.60	-1.06842	-3.9910e+01
750.80	-1.06764	-3.9299e+01
751.00	-1.06647	-3.8647e+01
751.20	-1.06543	-3.8062e+01
751.40	-1.06439	-3.7473e+01
751.60	-1.06335	-3.6884e+01
751.80	-1.06244	-3.6300e+01
752.00	-1.06140	-3.5632e+01
752.20	-1.06036	-3.5049e+01
752.40	-1.05919	-3.4448e+01
752.60	-1.05828	-3.3884e+01
752.80	-1.05724	-3.3283e+01
753.00	-1.05634	-3.2662e+01
753.20	-1.05543	-3.2069e+01
753.40	-1.05452	-3.1503e+01
753.60	-1.05361	-3.0910e+01
753.80	-1.05283	-3.0341e+01
754.00	-1.05179	-2.9709e+01
754.20	-1.05088	-2.9076e+01
754.40	-1.04997	-2.8489e+01
754.60	-1.04880	-2.7891e+01
754.80	-1.04776	-2.7298e+01
755.00	-1.04685	-2.6678e+01
755.20	-1.04581	-2.6055e+01
755.40	-1.04477	-2.5457e+01
755.60	-1.04374	-2.4892e+01
755.80	-1.04257	-2.4328e+01
756.00	-1.04166	-2.3753e+01
756.20	-1.04062	-2.3179e+01
756.40	-1.03971	-2.2600e+01
756.60	-1.03867	-2.1973e+01
756.80	-1.03776	-2.1425e+01
757.00	-1.03672	-2.0849e+01
757.20	-1.03555	-2.0241e+01
757.40	-1.03464	-1.9682e+01
757.60	-1.03360	-1.9103e+01
757.80	-1.03256	-1.8576e+01
758.00	-1.03152	-1.8073e+01
758.20	-1.03049	-1.7520e+01
758.40	-1.02958	-1.6951e+01
758.60	-1.02854	-1.6377e+01
758.80	-1.02750	-1.5848e+01
759.00	-1.02659	-1.5293e+01
759.20	-1.02568	-1.4709e+01
759.40	-1.02464	-1.4118e+01
759.60	-1.02360	-1.3529e+01
759.80	-1.02256	-1.2931e+01
760.00	-1.02139	-1.2383e+01
760.20	-1.02035	-1.1805e+01
760.40	-1.01931	-1.1214e+01
760.60	-1.01828	-1.0666e+01
760.80	-1.01737	-1.0119e+01
761.00	-1.01646	-9.6331e+00
761.20	-1.01542	-9.0911e+00
761.40	-1.01451	-8.5904e+00
761.60	-1.01347	-8.0182e+00
761.80	-1.01243	-7.4931e+00
762.00	-1.01152	-6.9792e+00
762.20	-1.01035	-6.4428e+00
762.40	-1.00944	-5.8386e+00
762.60	-1.00840	-5.2551e+00
762.80	-1.00723	-4.6811e+00
763.40	-1.00425	-3.0105e+00
763.60	-1.00321	-2.4161e+00
763.80	-1.00230	-1.9054e+00
764.00	-1.00126	-1.4154e+00
764.20	-1.00022	-9.2211e-01
764.80	-0.99710	4.6815e-01
765.40	-0.99424	2.1739e+00
765.60	-0.99320	2.6805e+00
765.80	-0.99242	3.1914e+00
766.00	-0.99152	3.7204e+00
766.20	-0.99061	4.2088e+00
766.40	-0.98970	4.7164e+00
766.60	-0.98866	5.2473e+00
767.20	-0.98580	6.9134e+00
767.40	-0.98502	7.4535e+00
767.60	-0.98411	7.9335e+00
767.80	-0.98307	8.4455e+00
768.00	-0.98216	9.0101e+00
768.20	-0.98099	9.5334e+00
768.40	-0.97995	1.0085e+01
768.60	-0.97905	1.0565e+01
768.80	-0.97801	1.1105e+01
769.00	-0.97697	1.1657e+01
769.20	-0.97593	1.2180e+01
769.40	-0.97489	1.2684e+01
769.60	-0.97385	1.3211e+01
769.80	-0.97294	1.3721e+01
770.00	-0.97190	1.4280e+01
770.20	-0.97099	1.4837e+01
770.40	-0.96995	1.5346e+01
770.60	-0.96891	1.5888e+01
770.80	-0.96787	1.6420e+01
771.00	-0.96696	1.6944e+01
771.20	-0.96593	1.7523e+01
771.40	-0.96476	1.8094e+01
771.60	-0.96385	1.8624e+01
771.80	-0.96294	1.9150e+01
772.00	-0.96190	1.9720e+01
772.20	-0.96086	2.0328e+01
772.40	-0.95982	2.0953e+01
772.60	-0.95878	2.1521e+01
772.80	-0.95761	2.2123e+01
773.00	-0.95670	2.2701e+01
773.20	-0.95566	2.3322e+01
773.40	-0.95462	2.3985e+01
773.60	-0.95346	2.4608e+01
773.80	-0.95255	2.5201e+01
774.00	-0.95138	2.5830e+01
774.20	-0.95047	2.6432e+01
774.40	-0.94943	2.7108e+01
774.60	-0.94826	2.7763e+01
774.80	-0.94722	2.8395e+01
775.00	-0.94618	2.9044e+01
775.20	-0.94514	2.9658e+01
775.40	-0.94410	3.0305e+01
775.60	-0.94293	3.0987e+01
775.80	-0.94202	3.1625e+01
776.00	-0.94112	3.2255e+01
776.20	-0.94008	3.2929e+01
776.40	-0.93904	3.3612e+01
776.60	-0.93800	3.4333e+01
776.80	-0.93696	3.5007e+01
777.00	-0.93592	3.5715e+01
777.20	-0.93501	3.6372e+01
777.40	-0.93384	3.7081e+01
777.60	-0.93280	3.7823e+01
777.80	-0.93163	3.8576e+01
778.00	-0.93072	3.9248e+01
778.20	-0.92968	3.9961e+01
778.40	-0.92851	4.0671e+01
778.60	-0.92761	4.1350e+01
778.80	-0.92683	4.2037e+01
779.00	-0.92592	4.2692e+01
779.20	-0.92514	4.3357e+01
779.40	-0.92423	4.4012e+01
779.60	-0.92345	4.4714e+01
779.80	-0.92254	4.5420e+01
780.00	-0.92176	4.6133e+01
780.20	-0.92085	4.6811e+01
780.40	-0.91981	4.7518e+01
780.60	-0.91890	4.8233e+01
780.80	-0.91786	4.8975e+01
781.00	-0.91682	4.9722e+01
781.20	-0.91591	5.0432e+01
781.40	-0.91501	5.1132e+01
781.60	-0.91384	5.1866e+01
781.80	-0.91293	5.2591e+01
782.00	-0.91176	5.3374e+01
782.20	-0.91085	5.4121e+01
782.40	-0.90981	5.4849e+01
782.60	-0.90890	5.5567e+01
782.80	-0.90786	5.6302e+01
783.40	-0.90500	6.0784e+01
783.60	-0.90409	6.1503e+01
783.80	-0.90292	6.2261e+01
784.00	-0.90202	6.2979e+01
784.20	-0.90098	6.3756e+01
784.40	-0.89994	6.4495e+01
784.60	-0.89903	6.5194e+01
784.80	-0.89799	6.5913e+01
785.00	-0.89708	6.6632e+01
785.20	-0.89604	6.7409e+01
785.40	-0.89500	6.8108e+01
785.60	-0.89396	6.8827e+01
785.80	-0.89292	6.9545e+01
786.00	-0.89175	7.0284e+01
786.20	-0.89071	7.1041e+01
786.40	-0.88955	7.1838e+01
786.60	-0.88851	7.2556e+01
786.80	-0.88760	7.3236e+01
787.00	-0.88669	7.3897e+01
787.20	-0.88565	7.4577e+01
787.40	-0.88461	7.5315e+01
787.60	-0.88357	7.5937e+01
787.80	-0.88253	7.6578e+01
788.00	-0.88162	7.7199e+01
788.20	-0.88058	7.7802e+01
788.40	-0.87954	7.8443e+01
788.60	-0.87837	7.9025e+01
788.80	-0.87746	7.9647e+01
789.00	-0.87656	8.0191e+01
789.20	-0.87552	8.0774e+01
789.40	-0.87461	8.1415e+01
789.60	-0.87357	8.2036e+01
789.80	-0.87253	8.2619e+01
790.00	-0.87149	8.3183e+01
790.20	-0.87045	8.3785e+01
790.40	-0.86941	8.4368e+01
790.60	-0.86837	8.5028e+01
790.80	-0.86733	8.5591e+01
791.00	-0.86629	8.6174e+01
791.20	-0.86538	8.6718e+01
791.40	-0.86434	8.7281e+01
791.60	-0.86331	8.7845e+01
791.80	-0.86227	8.8389e+01
792.00	-0.86136	8.8874e+01
792.20	-0.86045	8.9379e+01
792.40	-0.85967	8.9904e+01
792.60	-0.85876	9.0467e+01
792.80	-0.85785	9.1031e+01
793.00	-0.85681	9.1575e+01
793.20	-0.85590	9.2119e+01
793.40	-0.85499	9.2585e+01
793.60	-0.85395	9.3051e+01
793.80	-0.85304	9.3614e+01
794.00	-0.85200	9.4119e+01
794.20	-0.85097	9.4566e+01
794.40	-0.84993	9.5013e+01
794.60	-0.84889	9.5479e+01
794.80	-0.84785	9.6023e+01
795.00	-0.84681	9.6470e+01
795.20	-0.84577	9.6878e+01
795.40	-0.84473	9.7286e+01
795.60	-0.84382	9.7694e+01
795.80	-0.84291	9.8121e+01
796.00	-0.84187	9.8607e+01
796.20	-0.84083	9.9054e+01
796.40	-0.83979	9.9500e+01
796.60	-0.83875	9.9908e+01
796.80	-0.83772	1.0032e+02
797.00	-0.83668	1.0078e+02
797.20	-0.83564	1.0121e+02
797.40	-0.83473	1.0162e+02
797.60	-0.83369	1.0203e+02
797.80	-0.83278	1.0243e+02
798.00	-0.83187	1.0290e+02
798.20	-0.83070	1.0335e+02
798.40	-0.82966	1.0379e+02
798.60	-0.82875	1.0418e+02
798.80	-0.82758	1.0459e+02
799.00	-0.82667	1.0500e+02
799.20	-0.82551	1.0546e+02
799.40	-0.82447	1.0589e+02
799.60	-0.82343	1.0626e+02
799.80	-0.82239	1.0665e+02
800.00	-0.82135	1.0702e+02
800.20	-0.82031	1.0743e+02
800.40	-0.81940	1.0780e+02
800.60	-0.81836	1.0816e+02
800.80	-0.81732	1.0849e+02
801.00	-0.81628	1.0884e+02
801.20	-0.81524	1.0925e+02
801.40	-0.81407	1.0962e+02
801.60	-0.81316	1.0987e+02
801.80	-0.81213	1.1017e+02
802.00	-0.81122	1.1048e+02
802.20	-0.81044	1.1079e+02
802.40	-0.80940	1.1114e+02
802.60	-0.80836	1.1139e+02
802.80	-0.80745	1.1174e+02
803.00	-0.80641	1.1203e+02
803.20	-0.80537	1.1234e+02
803.40	-0.80433	1.1271e+02
803.60	-0.80329	1.1308e+02
803.80	-0.80212	1.1343e+02
804.00	-0.80121	1.1374e+02
804.20	-0.80030	1.1403e+02
804.40	-0.79914	1.1444e+02
804.60	-0.79823	1.1479e+02
804.80	-0.79719	1.1504e+02
805.00	-0.79628	1.1535e+02
805.20	-0.79537	1.1559e+02
805.40	-0.79446	1.1586e+02
805.60	-0.79355	1.1619e+02
805.80	-0.79264	1.1650e+02
806.00	-0.79160	1.1673e+02
806.20	-0.79056	1.1700e+02
806.40	-0.78952	1.1724e+02
806.60	-0.78848	1.1753e+02
806.80	-0.78757	1.1780e+02
807.00	-0.78654	1.1807e+02
807.20	-0.78550	1.1827e+02
807.40	-0.78446	1.1850e+02
807.60	-0.78342	1.1877e+02
807.80	-0.78238	1.1902e+02
808.00	-0.78134	1.1926e+02
808.20	-0.78030	1.1945e+02
808.40	-0.77939	1.1963e+02
808.60	-0.77835	1.1982e+02
808.80	-0.77731	1.2007e+02
809.00	-0.77627	1.2027e+02
809.20	-0.77523	1.2044e+02
809.40	-0.77433	1.2064e+02
809.60	-0.77329	1.2081e+02
809.80	-0.77225	1.2104e+02
810.00	-0.77121	1.2124e+02
810.20	-0.77017	1.2134e+02
810.40	-0.76913	1.2151e+02
810.60	-0.76809	1.2163e+02
810.80	-0.76718	1.2182e+02
811.00	-0.76627	1.2200e+02
811.20	-0.76523	1.2213e+02
811.40	-0.76419	1.2225e+02
811.60	-0.76302	1.2235e+02
811.80	-0.76211	1.2250e+02
812.00	-0.76095	1.2268e+02
812.20	-0.75991	1.2281e+02
812.40	-0.75887	1.2293e+02
812.60	-0.75783	1.2304e+02
812.80	-0.75679	1.2314e+02
813.00	-0.75588	1.2328e+02
813.20	-0.75484	1.2341e+02
813.40	-0.75380	1.2347e+02
813.60	-0.75276	1.2355e+02
813.80	-0.75172	1.2363e+02
814.00	-0.75068	1.2369e+02
814.20	-0.74964	1.2384e+02
814.40	-0.74861	1.2390e+02
814.60	-0.74757	1.2394e+02
814.80	-0.74653	1.2402e+02
815.00	-0.74562	1.2406e+02
815.20	-0.74471	1.2417e+02
815.40	-0.74354	1.2423e+02
815.60	-0.74250	1.2425e+02
815.80	-0.74146	1.2427e+02
816.00	-0.74042	1.2431e+02
816.20	-0.73938	1.2437e+02
816.40	-0.73834	1.2435e+02
816.60	-0.73730	1.2431e+02
816.80	-0.73639	1.2427e+02
817.00	-0.73536	1.2421e+02
817.20	-0.73432	1.2419e+02
817.40	-0.73354	1.2421e+02
817.60	-0.73250	1.2417e+02
817.80	-0.73146	1.2411e+02
818.00	-0.73068	1.2406e+02
818.20	-0.72977	1.2396e+02
818.40	-0.72886	1.2400e+02
818.60	-0.72795	1.2398e+02
818.80	-0.72704	1.2394e+02
819.00	-0.72600	1.2386e+02
819.20	-0.72496	1.2378e+02
819.40	-0.72405	1.2374e+02
819.60	-0.72289	1.2367e+02
819.80	-0.72198	1.2361e+02
820.00	-0.72107	1.2349e+02
820.20	-0.72003	1.2336e+02
820.40	-0.71899	1.2322e+02
820.60	-0.71782	1.2314e+02
820.80	-0.71678	1.2303e+02
821.00	-0.71574	1.2289e+02
821.20	-0.71483	1.2273e+02
821.40	-0.71392	1.2256e+02
821.60	-0.71288	1.2244e+02
821.80	-0.71197	1.2231e+02
822.00	-0.71093	1.2213e+02
822.20	-0.70977	1.2190e+02
822.40	-0.70873	1.2169e+02
822.60	-0.70782	1.2155e+02
822.80	-0.70678	1.2139e+02
823.00	-0.70561	1.2126e+02
823.20	-0.70470	1.2108e+02
823.40	-0.70353	1.2087e+02
823.60	-0.70262	1.2067e+02
823.80	-0.70158	1.2052e+02
824.00	-0.70041	1.2031e+02
824.20	-0.69937	1.2011e+02
824.40	-0.69833	1.1986e+02
824.60	-0.69730	1.1955e+02
824.80	-0.69626	1.1928e+02
825.00	-0.69535	1.1900e+02
825.20	-0.69431	1.1871e+02
825.40	-0.69327	1.1842e+02
825.60	-0.69236	1.1811e+02
825.80	-0.69132	1.1780e+02
826.00	-0.69041	1.1755e+02
826.20	-0.68937	1.1722e+02
826.40	-0.68846	1.1685e+02
826.60	-0.68742	1.1652e+02
826.80	-0.68638	1.1617e+02
827.00	-0.68547	1.1586e+02
827.20	-0.68444	1.1551e+02
827.40	-0.68353	1.1514e+02
827.60	-0.68249	1.1475e+02
827.80	-0.68158	1.1432e+02
828.00	-0.68067	1.1395e+02
828.20	-0.67963	1.1360e+02
828.40	-0.67859	1.1318e+02
828.60	-0.67755	1.1275e+02
828.80	-0.67664	1.1234e+02
829.00	-0.67573	1.1191e+02
829.20	-0.67469	1.1153e+02
829.40	-0.67352	1.1108e+02
829.60	-0.67261	1.1059e+02
829.80	-0.67171	1.1015e+02
830.00	-0.67067	1.0966e+02
830.20	-0.66989	1.0923e+02
830.40	-0.66885	1.0877e+02
830.60	-0.66781	1.0828e+02
830.80	-0.66690	1.0780e+02
831.00	-0.66612	1.0729e+02
831.20	-0.66521	1.0686e+02
831.40	-0.66430	1.0644e+02
831.60	-0.66352	1.0595e+02
831.80	-0.66261	1.0546e+02
832.00	-0.66170	1.0496e+02
832.20	-0.66079	1.0445e+02
832.40	-0.65975	1.0399e+02
832.60	-0.65872	1.0344e+02
832.80	-0.65781	1.0292e+02
833.00	-0.65677	1.0236e+02
833.20	-0.65573	1.0179e+02
833.40	-0.65469	1.0127e+02
833.60	-0.65365	1.0076e+02
833.80	-0.65261	1.0018e+02
834.00	-0.65170	9.9617e+01
834.20	-0.65066	9.8995e+01
834.40	-0.64962	9.8451e+01
834.60	-0.64858	9.7927e+01
834.80	-0.64767	9.7383e+01
835.00	-0.64663	9.6820e+01
835.20	-0.64547	9.6237e+01
835.40	-0.64443	9.5635e+01
835.60	-0.64339	9.5071e+01
835.80	-0.64248	9.4469e+01
836.00	-0.64144	9.3809e+01
836.20	-0.64053	9.3168e+01
836.40	-0.63962	9.2507e+01
836.60	-0.63858	9.1885e+01
836.80	-0.63767	9.1264e+01
837.00	-0.63663	9.0603e+01
837.20	-0.63559	8.9943e+01
837.40	-0.63468	8.9244e+01
837.60	-0.63365	8.8622e+01
837.80	-0.63248	8.8039e+01
838.00	-0.63144	8.7417e+01
838.20	-0.63053	8.6815e+01
838.40	-0.62949	8.6194e+01
838.60	-0.62845	8.5514e+01
838.80	-0.62754	8.4931e+01
839.00	-0.62650	8.4309e+01
839.20	-0.62533	8.3571e+01
839.40	-0.62442	8.2891e+01
839.60	-0.62338	8.2153e+01
839.80	-0.62260	8.1492e+01
840.00	-0.62143	8.0813e+01
840.20	-0.62053	8.0133e+01
840.40	-0.61949	7.9414e+01
840.60	-0.61858	7.8734e+01
840.80	-0.61767	7.8074e+01
841.00	-0.61676	7.7471e+01
841.20	-0.61559	7.6811e+01
841.40	-0.61468	7.6111e+01
841.60	-0.61364	7.5412e+01
841.80	-0.61273	7.4713e+01
842.00	-0.61169	7.4072e+01
842.20	-0.61065	7.3431e+01
842.40	-0.60974	7.2751e+01
842.60	-0.60870	7.2090e+01
842.80	-0.60767	7.1449e+01
843.00	-0.60676	7.0808e+01
843.20	-0.60559	7.0206e+01
843.40	-0.60468	6.9545e+01
843.60	-0.60364	6.8904e+01
843.80	-0.60260	6.8283e+01
844.00	-0.60156	6.7681e+01
844.20	-0.60078	6.7078e+01
844.40	-0.59987	6.6418e+01
844.60	-0.59987	6.4495e+01
844.80	-0.60065	6.2416e+01
845.00	-0.60156	6.0609e+01
845.20	-0.60247	5.8939e+01
845.40	-0.60351	5.7404e+01
845.60	-0.60455	5.5889e+01
845.80	-0.60572	5.4451e+01
846.00	-0.60663	5.3033e+01
846.20	-0.60767	5.1635e+01
846.40	-0.60857	5.0294e+01
846.60	-0.60961	4.9070e+01
846.80	-0.61065	4.7944e+01
847.00	-0.61169	4.6817e+01
847.20	-0.61273	4.5690e+01
847.60	-0.61455	4.1845e+01
847.80	-0.61546	4.0846e+01
848.00	-0.61650	3.9899e+01
848.20	-0.61754	3.8969e+01
848.40	-0.61845	3.8038e+01
848.60	-0.61936	3.7138e+01
848.80	-0.62040	3.6281e+01
849.00	-0.62143	3.5451e+01
849.20	-0.62221	3.4638e+01
849.40	-0.62325	3.3838e+01
849.60	-0.62429	3.3025e+01
849.80	-0.62520	3.2282e+01
850.00	-0.62624	3.1525e+01
850.20	-0.62728	3.0778e+01
850.40	-0.62819	3.0072e+01
850.60	-0.62923	2.9336e+01
850.80	-0.63027	2.8642e+01
851.00	-0.63131	2.7998e+01
851.20	-0.63235	2.7365e+01
851.40	-0.63339	2.6761e+01
851.60	-0.63442	2.6140e+01
851.80	-0.63546	2.5555e+01
852.00	-0.63637	2.4984e+01
852.20	-0.63741	2.4435e+01
852.40	-0.63832	2.3923e+01
852.60	-0.63936	2.3377e+01
852.80	-0.64027	2.2801e+01
853.00	-0.64131	2.2304e+01
853.20	-0.64222	2.1815e+01
853.40	-0.64326	2.1325e+01
853.60	-0.64417	2.0845e+01
853.80	-0.64534	2.0343e+01
854.00	-0.64638	1.9854e+01
854.20	-0.64741	1.9411e+01
854.40	-0.64832	1.8988e+01
854.60	-0.64949	1.8560e+01
854.80	-0.65040	1.8133e+01
855.00	-0.65131	1.7691e+01
855.20	-0.65235	1.7311e+01
855.40	-0.65339	1.6921e+01
855.60	-0.65443	1.6562e+01
855.80	-0.65547	1.6181e+01
856.00	-0.65651	1.5790e+01
856.20	-0.65755	1.5436e+01
856.40	-0.65859	1.5092e+01
856.60	-0.65949	1.4743e+01
856.80	-0.66053	1.4418e+01
857.00	-0.66144	1.4068e+01
857.20	-0.66235	1.3721e+01
857.40	-0.66326	1.3418e+01
857.60	-0.66417	1.3142e+01
857.80	-0.66508	1.2848e+01
858.00	-0.66599	1.2549e+01
858.20	-0.66677	1.2249e+01
858.40	-0.66781	1.1971e+01
858.60	-0.66859	1.1722e+01
858.80	-0.66950	1.1485e+01
859.00	-0.67054	1.1225e+01
859.20	-0.67145	1.0930e+01
859.40	-0.67248	1.0685e+01
859.60	-0.67339	1.0461e+01
859.80	-0.67443	1.0235e+01
860.00	-0.67534	9.9889e+00
860.20	-0.67651	9.7498e+00
860.40	-0.67742	9.4901e+00
860.60	-0.67846	9.2831e+00
860.80	-0.67937	9.0817e+00
861.00	-0.68028	8.8934e+00
861.20	-0.68132	8.6695e+00
861.40	-0.68236	8.4455e+00
861.60	-0.68327	8.2497e+00
861.80	-0.68418	8.0577e+00
862.00	-0.68521	7.8902e+00
862.20	-0.68625	7.7095e+00
862.40	-0.68716	7.4987e+00
862.60	-0.68820	7.3086e+00
862.80	-0.68911	7.1298e+00
863.00	-0.69015	6.9811e+00
863.20	-0.69106	6.8042e+00
863.40	-0.69210	6.6160e+00
863.60	-0.69314	6.4221e+00
863.80	-0.69418	6.2339e+00
864.00	-0.69509	6.1134e+00
864.20	-0.69613	5.9722e+00
864.40	-0.69717	5.8254e+00
864.60	-0.69820	5.6391e+00
864.80	-0.69924	5.4264e+00
865.00	-0.70028	5.2514e+00
865.20	-0.70132	5.1102e+00
865.40	-0.70236	4.9653e+00
865.60	-0.70340	4.7752e+00
865.80	-0.70444	4.6058e+00
866.40	-0.70756	4.2203e+00
866.60	-0.70860	4.0781e+00
866.80	-0.70977	3.9489e+00
867.00	-0.71080	3.8281e+00
867.20	-0.71171	3.7309e+00
867.40	-0.71262	3.6355e+00
867.60	-0.71366	3.5216e+00
867.80	-0.71470	3.3960e+00
868.00	-0.71561	3.2877e+00
868.20	-0.71665	3.1779e+00
868.40	-0.71769	3.0698e+00
868.60	-0.71886	2.9623e+00
868.80	-0.71990	2.8497e+00
869.00	-0.72094	2.7413e+00
869.20	-0.72185	2.6453e+00
869.40	-0.72289	2.5451e+00
869.60	-0.72379	2.4617e+00
869.80	-0.72483	2.3141e+00
870.00	-0.72587	2.2134e+00
870.20	-0.72678	2.1084e+00
870.40	-0.72782	2.0170e+00
870.60	-0.72873	1.9265e+00
870.80	-0.72951	1.8386e+00
871.00	-0.73042	1.7273e+00
871.20	-0.73133	1.6529e+00
871.40	-0.73224	1.5931e+00
871.60	-0.73328	1.5085e+00
871.80	-0.73419	1.4371e+00
872.00	-0.73510	1.3634e+00
872.20	-0.73601	1.2924e+00
872.40	-0.73704	1.2219e+00
872.60	-0.73821	1.1574e+00
872.80	-0.73912	1.0811e+00
873.00	-0.74016	9.5090e-01
873.20	-0.74120	8.3384e-01
873.40	-0.74237	7.5119e-01
873.60	-0.74328	6.7994e-01
873.80	-0.74432	5.9504e-01
874.00	-0.74549	5.1444e-01
874.60	-0.74822	3.1274e-01
874.80	-0.74938	2.3384e-01
875.00	-0.75042	1.7356e-01
875.20	-0.75146	1.0473e-01
875.80	-0.75458	-3.5190e-02
876.40	-0.75744	-2.9798e-01
876.60	-0.75848	-3.7755e-01
876.80	-0.75965	-4.4335e-01
877.00	-0.76069	-5.0952e-01
877.60	-0.76380	-7.0013e-01
877.80	-0.76497	-7.4146e-01
878.00	-0.76588	-8.0224e-01
878.20	-0.76679	-8.7648e-01
878.40	-0.76796	-9.4716e-01
878.60	-0.76900	-1.0115e+00
878.80	-0.76991	-1.0584e+00
879.00	-0.77095	-1.0831e+00
879.20	-0.77199	-1.1413e+00
879.40	-0.77290	-1.1981e+00
879.60	-0.77407	-1.2853e+00
879.80	-0.77497	-1.3417e+00
880.00	-0.77601	-1.3935e+00
880.20	-0.77692	-1.4519e+00
880.40	-0.77796	-1.5042e+00
880.60	-0.77900	-1.5706e+00
880.80	-0.77991	-1.6133e+00
881.00	-0.78095	-1.6761e+00
881.20	-0.78199	-1.7397e+00
881.40	-0.78316	-1.8074e+00
881.60	-0.78407	-1.8771e+00
881.80	-0.78524	-1.9486e+00
882.00	-0.78615	-1.9983e+00
882.20	-0.78732	-2.0443e+00
882.40	-0.78822	-2.0899e+00
882.60	-0.78913	-2.1642e+00
882.80	-0.79017	-2.2367e+00
883.00	-0.79121	-2.3039e+00
883.20	-0.79212	-2.3585e+00
883.40	-0.79303	-2.4063e+00
883.60	-0.79407	-2.4639e+00
883.80	-0.79498	-2.5432e+00
884.00	-0.79589	-2.5816e+00
884.20	-0.79680	-2.6249e+00
884.40	-0.79784	-2.6870e+00
884.60	-0.79875	-2.7525e+00
884.80	-0.79979	-2.8353e+00
885.00	-0.80082	-2.9069e+00
885.20	-0.80186	-2.9642e+00
885.40	-0.80290	-3.0143e+00
885.60	-0.80394	-3.0803e+00
885.80	-0.80511	-3.1527e+00
886.00	-0.80602	-3.2030e+00
886.20	-0.80706	-3.1854e+00
886.40	-0.80797	-3.2325e+00
886.60	-0.80914	-3.2578e+00
886.80	-0.80992	-3.3024e+00
887.00	-0.81096	-3.3284e+00
887.20	-0.81187	-3.3842e+00
887.40	-0.81278	-3.4305e+00
887.60	-0.81381	-3.4693e+00
887.80	-0.81485	-3.5732e+00
888.00	-0.81589	-3.6931e+00
888.20	-0.81693	-3.7441e+00
888.40	-0.81797	-3.7971e+00
